강북A,용신빌딩,강북구 수유동 230-10,,AETLT18-60, J11897,RV-20,,,
강북A,제이베이관호텔(수유호텔),강북구 수유동 174-32,,AEBLT18-20, J11943,전층 RV,,,
강북A,수유역 투웨니퍼스트,강북구 번동449-20,,AEBLT18-70, J11930,2월4일만료,,,
강북A,수성타워,강북구 수유동 229-15,,AEBM-65,J00706,E-600,자사,,
강북A,강북으뜸병원(태근),강북구 미아동 304-3,,AANC2T09-16,J00971,대기,자사,,
강북A,양덕 빌딩,강북구 번동449-4,,AAN3-14,태성설치,박인식 관리소장 010-3240-7567,자사,,
강북A,그린타워A동,강북구 수유동 45-63,,AETLT-24,동양기전,,자사,,탑텍
강북A,노블레스,성북구 종암동 3-91,,AETLT18-38,J01048,E-650,,,
강북A,라움 하우스,성북구 종암동 3-1123,,AETLT18-20,J11158,보드 RV10대호출형,,,
강북A,H.K 팰리스,성북구 하월곡동90-1261,,AETLT18-24,J11178,보드 ,,,
강북A,보문 엘타워,성북구 보문동 7가 100,,AEBMT-24,J11520,코어시스코/RV4대호출형보드,,,
강북A,휴림빌딩,성북구 동선동 4가 127,,AANT3-12,타사,,자사,,
강북A,통광빌딩,성북구 보문동 4가 18,,AEBLT-24,J10245,E-650,자사,,
강북A,메트로미가(대현OT),성북구 동소문동 4가 118,,ACT5-40,J11393,외부턴이블/,자사,,
강북A,연세사랑병원,노원구 공릉동 617-4,,AETLT18-30,J10830,E-650/ 싸이먼,,,
강북A,태능성심장례식장,노원구 공릉1동 683-22,,AEBLT-30,J11205,보드 /승용전용,,,
강북A,공릉동 대상빌딩,노원구 공릉동 408-6,,AETLT18-28,J11305,보드/자동인식,,,
강북A,마블러스1/2,노원구 상계동 341-7,,AEBLT-28/AEBLT-22,,,자사,,
강북A,중계 스카이타워,노원구 중계동 366-9,,ACTT3-35,태성설치,,자사,,
강북A,디와이홀딩스,서울 노원구 동일로 1419,,AEBLT09-30,,관리자비번-3661,아이티에스,,
강북A,SK브로드밴드 사옥,노원구 상계동 731-4,,단순체인2단,,2회/김재상 010-3458-7890,태성,,
강북A,창동투웨니퍼스트,도봉구 창동 630-5,,AETLT- 38,J11053,보드타입,,,
강북A,한국빌딩,도봉구 창동 9,,AETMT-46,M15979,혼합형,,,
강북A,두승빌딩,도봉구 창동 12-3,,AEBMT09-42,M16243,,,,
강북A,정일 프라자,도봉구 창동 9-2,,AANCT3-35,M17834,태성,,,
강북A,바로 선병원,도봉구 창동 749-9,,AEBMT18-38, J11969,전층RV 2023년1월 유상,,,
강북A,네네빌딩,도봉구 창동 16-1,,AETL-39,M12500,엔텍/슬라이드방식,자사,,
강북A,우리들메디,도봉구 방학 1동 703-17,,AETMT18-34,J10131,E-650,자사,,
강북A,월송빌딩,도봉구 방학동 696,,APZ-24,,,자사,,
강북A,무궁화 빌딩,도봉구 도봉동 626-92,,,,,아이티에스,,
강북A,새누리빌딩,의정부시 호원동 327-12,,AETLT18-19,J10862,E-650/ 싸이먼,,,
강북A,레몬트리,의정부시 의정부동 497-11,,AANT3-20,J11301,전기-엔텍,,,
삼우파킹,의정부가우디캐슬,의정부시 의정부동 210-13,,AEBMT-50 보드,J11519,사용자 비번-4207,,,
삼우파킹,부림스카이타워,의정부시 가능동 59-4,,AEBMT-56,J11349,,,,
삼우파킹,나이키빌,의정부시 의정부동 131-23,,AEBMT18-60,J11872,11월24일 만료,,,
삼우파킹,펠리체,의정부시 의정부동 206-5,,AEBMT-22,J10681,외주/ NT,자사,,
삼우파킹,동인빌딩,의정부시 호원동 463-26,,AETLT-24,,타사 리모델링,자사,,
삼우파킹,CRC빌딩,의정부시 의정부동 501-1,,AETMT-54,,타사 리모델링,자사,,
삼우파킹,궁전 오피스텔,의정부시 의정부동 21-1,,AETLT-40,,,자사,메닉스,
삼우파킹,스마트트라움,의정부시 의정부동 220-59,,AETLT-66,,,자사,메닉스,탑텍
삼우파킹,온마루 오피스텔,의정부시 의정부동 122-15,,AEBLT18-24,,김천식부장 01063559475,자사,태성,
삼우파킹,양주이레하이니스,양주시덕계동420-3,,ACT2-72,,,자사,오텍,
강북B,광명빌딩 (FM),성동구 성수동2가 311-37,,AETLT18-64,J10638,외주/ NT,,,
강북B,도요타안호모터스(FM),성동구 성수동2가280-55,,ACTT4-48,J11307,,,,
강북B,KTP,성동구 성수동 1가 14-30,,AEBLT09-20,J01037,외주/ NT,,,
강북B,도하빌딩(에스티안건설),성동구 성수동 1가 656-24,,AAN4-18,J11652,분리,,,
강북B,MG빌딩,성동구 성수동2가 315-4,,AETMT18-34,J10100,E-650,,,
강북B,렉서스,성동구 성수동2가 299-239,,AAD2-20,J00824,,,,
강북B,정암 빌딩,성동구 성수동2가299-1,,ACTT3-42, J11716,분리,,,
강북B,효정빌딩,성동구 성수동2가 289-21,,AETLT18-38,J01235,E-650,,,
강북B,성동기아,성동구 성수동 2가 279-29,,ACTT2-48,J10607,,,,
강북B,서원피앤씨사옥,성동구 성수동2가 273-8,,AEBLT18-14,J11671,,,,
강북B,K-TOWER,성동구 도선동 21-1,,ACT5-25,J01169,,,,
강북B,한성아크로타워(아펠) ,성동구 도선동 53,,AETLT-80,J10953,싸이먼,,,
강북B,와이하우스(요진건설),성동구 도선동 2번지,,AETLT18-64,J11952,,,,
강북B,힐스 타운,성동구 옥수동 563,,AETLT09-24,J11373,싸이먼,,,
중앙,에벤에셀516타워,성동구 옥수동 265-1,,AEBLT18-24, J11758,12월유상/10월28일 만료,,,
강북B,오복타워,성동구 성수동2가271-5,,AEBLT18-22, J11945,보드/ 9월6일 만료,,,
강북B,대륭빌딩(크래프톤),성동구 성수동2가 276-2,,AETLT18-34,J10924,싸이먼,,,
강북B,백영빌딩(무신사캠퍼스),성동구 성수동 2가 277-47,,ACTT2-18/ACTT2-56,J11902J1/J2,경인,,,
강북B,아이템플,성동구 성수동2가 273-19,,AAN4-26,,타사설치/아이티에스,자사,,
강북B,삼화빌딩,성동구 성수동2가 320-4,,AEBMT-30,J10351,외주/NT,자사,,
강북B,동일빌딩,성동구 성수동 1가 25-2,,AAN3-14,J10577,,,,
강북B,평화빌딩,성동구 성수동2가 277-20,,AEBLT-40,,타사 리모델링/ NT,자사,,
강북B,뉴센트빌7차,성동구 홍익동 125-1,,AANT3-17,태성 ENG설치,,자사,,
강북B,뉴센트빌9차,성동구 홍익동 144,,ACT3-11,태성 ENG설치,원카트/2020년12월27일 사용개시,자사-에이스,,
강북B,뉴센트빌10차,성동구 하왕십리동890-84,,ACTT2-7,태성 ENG설치,지하비번5228*,자사-에이스,,
강북B,청계천 우성타워,성동구 하왕십리동 291-8,,AETLT-40,,,자사,,
강북B,새촌브릭스,성동구 성수동1가 656-568,,APZ-4,유압식,,엘파킹,,
강북B,Y-TOWER (FM),광진구 자양동 769-19,,AETLT18-38,J00912,E-650,,,
강북B,송림식당,광진구 자양동 227-136,,AMBL-34,M14819,,,,
강북B,더 퍼스트 스테이,광진구 자양동 680-9,,AETLT-22,J11535,RV자동인식,,,
강북B,동서빌딩,광진구 구의동 236-48,,AAN2-12,J10207,,,,
강북B,테라팰리스건대3차,광진구 구의동246-1,,AEBLT18-48, J11757,,,,
강북B,명크리닉,광진구 중곡동 116-5,,AANT3-9,J10053,,,,
강북B,조이킴,광진구 중곡동 166-4,,AAN3-23,J01018,,,,
강북B,동아 빌딩,광진구 중곡동 161-24,,AETLT09-20,M15410,,,,
강북B,삼원특수지( G 타워),광진구 중곡동 649-4,,ACTT4-48/ACT4-52,J11701,,,,
강북B,아스하임3차,광진구 화양동17-16,,AETMT18-56,GYG제작,,자사,,
강북B,아스하임4차,광진구 화양동 111-102,,AETLT18-60*2,J11293J1/J2,싸이먼,자사,,
강북B,아스하임,광진구 중곡동157-6,,AEBMT18-52,동양기전설치,탑텍,자사,,
강북B,롯데홈타워빌,광진구 구의동 251-16,,AANT3-17,동양기전설치,유리문비번2486,자사-에이스,,
강북B,삼광빌딩,광진구 중곡동 252-10,,AAN -13,아이티에스계약,아이티에스전기수리,아이티에스,,
강북B,몰로브케이,광진구 아차산로30길26,,ACTT51*2,아이티에스계약,롯데기공제작,아이티에스,,
강북C,시그니처호텔 ,동대문구 장안동 372-14,,,J00715,E-600,자사,,
강북C,진성(아마넥스),휘경동 317-9 ,,ACT6-42,J10295,,자사,,
강북C,상미타워,동대문구 장안동 369-3,,AETLT-40,J10279,외주/ NT,자사,,
강북C,워터피아,동대문구 장안동 384-6,,AETMT09-42,J00765,E-600,자사,,
강북C,현대벤처빌,동대문구 장안동 374-1,,AETLT18-48,J00580,E-600,자사,,
강북C,청계리버리치,동대문구 용두동 255-58,,AETLT-60/ACT-44,삼중/태창,,자사,,
강북C,에이플러스,동대문구 용두동 40-35,,AANT3-23,J10196,,자사,,
강북C,태솔아파트2차,동대문구 장안동 346-2,,AAD4-38,J11020,,자사,,
강북C,청명에버아트1/2차,동대문구 장안동 382-3,,AAN3-16*2,,GYG(경인)/엔텍,자사,,
강북C,청명에버아트3차,동대문구 장안동 372-8,,AEBLT-56,,GYG(경인)/엔텍,자사,,
강북C,진영 빌딩,동대문구 장안동 428-2,,AMBL,대우기전, 미사용 (점검),자사,,
강북C,진흥빌딩,동대문구 신설동 104-8,,AAND-2-18,,,자사,,
강북C,이문 스카이뷰,동대문구 이문동291-35,,ACT4-38,J11551,모아주택,자사,,
강북C,하늘병원,동대문구 천호대로 317,,ACTT-66,,,자사,메닉스,자사
강북C,뉴시티,동대문구 장안동 372-5,,ACTT2-21,J10297,,,,
강북C,태솔타운 2/3차,동대문구 장안동 367-4,,AAND5-23,J10659,,,,
강북C,태솔에버빌 2/3차,동대문구 장안동 383-10,,AAND4-34,J10738,,,,
강북C,청량리BYC,동대문구 용두동 10-12,,ACT3-45,J10596,,,,
강북C,양지아파트,동대문구 장안동 415-1,,AANT3-23,J10965,,,,
강북C,진환빌딩,동대문구 장안동 418-7,,AETMT09-20,J11023,E-650/ 보드타입,,,
강북C,가우디 트윈캐슬1/2,동대문구 장안동 374-8/374-9,,AANCT3-29,J11031/J10962,벤처빌 옆,,,
강북C,더하이파크,동대문구 장안동307-2,,AELT-24,J11262,,,,
강북C,J빌딩,동대문구 장안동 307-1,,AANT4-26,J11190,,,,
강북C,한양빌딩,동대문구 장안동 307-6,,AETLT-30,J11353,보드,,,
강북C,용두동가우디캐슬,동대문구 용두동 104-34,,ACT-50,J11445,,,,
강북C,장안동 가우디캐슬,동대문구 장안동 364-5,,AEBMT-54,J11688,,,,
강북C,장안 위산일리온시티,동대문구 장안동364-6,,AEBMT09-46,J11863,관리사-위드,,,
강북C,웰튼파크뷰2,동대문구 장안동 337-14,,ACTT3-F38(복렬),J11567,미래/ (로프 컷팅1회),,,
강북C,청량리역리버리치2차,동대문구 전농동 620-4,,AEBLT18-70,J11840,,,,
강북C,성원빌딩,동대문구 이문동 288-87,,AANCT4-26,J11448,운휴 계약(2022년),,,
강북C,더시즌 오피스텔,동대문구 장안동 337-9,,,,,엘파킹,롯데,탭텍
강북C,극장빌딩,중랑구 면목동 617-2,,AEBLT-56,J10624,싸이먼,자사,,
강북C,대원빌딩,중랑구 면목1동 129-12,,AAN3-23,,동양기전 리모델링,자사,,
강북C,원동빌딩,중랑구 망우동 470-18,,AETLT-28,,E-650,자사,,
강북C,그랜드캐슬,중랑구 상봉동 127-17,,AANT2-14,,동원산전,자사,,
강북C,상봉 스카이타워,중랑구 상봉동 105-41,,AMBLT-15,타사 점검 현장,대우주차,자사,,
강북C,드림팰리스오피스텔,중랑구 상봉동 101-34,,AEBMT-34,삼중테크,10대사용,자사,,
강북C,대길메디컬,중랑구 면목동 636,,AANT4-23,M15605,경인,자사,,
강북C,대림빌딩,중랑구 상봉2동 130-2,,AETMT18-26,J01047,E-650/본주소-상봉동 130-5,,,
강북C,청운명가오피스텔,중랑구 상봉동 87-28,,AEBLT09-18,J11648,,,,
강북C,대우오피스텔,중랑구 면목동 72-36,,AETLT-36,J10087,E-650,,,
강북C,스카이 시티,중랑구 면목동 1110-13,,AAN2-10,J11160,미래/ 엔텍,,,
강북C,면목 이안애,중랑구 면목동 56-2,,AEBLT-18,J11446,보드,,,
강북C,용마새마을금고,중랑구 면목동 633-5,,AEBLT-18,J11403,보드,,,
강북C,더샤이닝,중랑구 중화동208-16,,AETMT-38*2,J11523J1/J2,RV호출형,,,
강북C,대명프라자,중랑구 신내동 502-5,,ACT3-57,M17453,파프리카/태성,,태성,
강북C,대길 빌딩,중랑구 묵동 176-15,,AETLT09-32,J11618,,,,
강북C,보경 타워,중랑구 망우동 490-19,,AEBLT18-26, J11762,보드,,,
강서A,금강빌딩,관악구 봉천동 463-3,,AETMT18-30,J00967,E-650,,,
강서A,이너스,관악구 봉천8동 945-10,,AETLT18-18,J00975,E-650,,,
강서A,서원빌딩,관악구 봉천동 912-18/27,,AETLT-38,J01109,E-650,,,
강서A,호혜빌딩,관악구 봉천10동 874-6,,AETLT09-26,J00617,E-600,,,
강서A,성경오피스텔,관악구 봉천4동 866-5,,AAN4T-30,J01090,,,,
강서A,서호빌딩,관악구 봉천동 852-2,,AEBMT09-28,J10060,리모델링/ NT,,,
강서A,캐슬 오피스텔,관악구 봉천동 61-1,,AEBMT18-28, J11817,,,,
강서A,SH타워(센트하임),관악구 봉천동 40-27,,AEBLT09-20, J11875,,,,
강서A,더 헤르미온 오피스텔,관악구 봉천동 1666-51,,AEBLT18-42*2,J11744J1/J2,파프리카/TT 장치 외부업체,,,
강서A,금동사랑빌 오피스텔,관악구 봉천동 1660-12,,AEBMT18-20,J12001,,,,
강서A,CJ 오피스텔,관악구 봉천동881-26,,AETLT09-32,J11155,보드타입/RV12대호출형,,,
강서A,리치타워,관악구 봉천동1598-7,,AEBLT18-40,J11264,보드,,,
강서A,제이네스트오피스텔,관악구 봉천동 863-5,,AETMT18-36,J11233,보드,,,
강서A,신화골든타워,관악구 봉천동 1564-3,,AAN4-18,J11524,,,,
강서A,명문타워,관악구 봉천동 895-2,,AEBMT18-28, J11923,,,,
강서A,마이홈타운,관악구 봉천동 896-36,,AEBLT-32,J11656,보드/RV호출형,,,
강서A,서궁 빌딩,관악구 봉천동 898-3,,AEBMT18-16, J11867,,,,
강서A,바달비,관악구 신림동 1427-15,,AETLT18-20 x2,J01212,E-650,,,
강서A,어거스트타워,관악구 신림동 1427-15,,AEBMT18-20, J11838,,,,
강서A,윤성 타워,관악구 신림동 1423-10,,AANCT4-22,J11646,외주/ NT,,,
강서A,더하우스,관악구 신림동 1423-9,,AANT3-14,J11682,분리,,,
강서A,진성빌딩,관악구 신림동 527-2,,AETLT18-18,J10079,외주/ NT,,,
강서A,우리정형외과(성안빌딩),관악구 신림동1475-4,,AANT2-18,J10898,,,,
강서A,신림 빌딩,관악구 신림동 1458-3,,AANT3-17,J11317,,,,
강서A,제이씨스튜디오,관악구 신림동 1432-101,,AANT3-18,J11370,코어시스코,,,
강서A,예림빌딩,관악구 신림동1433-34,,AETLT18-16, J11833,보드,,,
강서A,씨앤에이레지던스,관악구 신림동 1433-19,,AETLT18-34,J10927,10 대 사용 계약,,,
강서A,프리미어오피스텔,관악구 신림동 1432-54,,AANCT4-19,J11641,,,,
강서A,HK빌리지,관악구 신림동 1425-6,,AANT4-22,J11369,미사용/점검,,,
강서A,아데나38,관악구 신림동 1432-38,,ACTT7-42,J11951,4월1일 유상개시,,태창,
강서A,케이에스 타워,관악구 은천동912-1,,AAN4-26,J11079,RV타입,,,
강서A,미성오피스텔,관악구 미성동 1568-4,,AETLT-24,J10195,E-650,,,
강서A,테라스시티,관악구 미성동 1475-26,,APZ2-5 x2,J10382,복렬형,,,
강서A,센텀,관악구 남현동 1062-22,,AANCT2-14,J10339,,,,
강서A,태영오피스텔,동작구 노량진동 56-11,,AETLT18-36,J10683,보드타입,,,
강서A,이도빌딩(HS타워),동작구 노량진동 62-8,,ACTT4-30,J11263,태창,,,
강서A,더 본 병원,동작구 사당동 1008-17,,AAN2-6,M11835,,,,
강서A,헤라피스,동작구 사당동 1007-4,,AETMT18-28,J00968,E-650,,,
강서A,도시가스남부지지사,동작구 상도동 31-13,,ACTT3-26,M15801,,,,
강서A,와이엠 타워,동작구 사당동 1008-20,,AANT4-10,J11444,,,,
강서A,동서남북,동작구 상도동 365-2,,AETLT09-30,J01025,장승백이역근처,자사,,
강서A,대방팰리스,동작구 대방동 20-7,,AANT3-11,J11106,,자사,,
강서A,장성빌딩(장성교회),동작구 장승배기로113,,1.2호기AETLT18-50*2,,수동조작-우측하단모서리터치후 비번-1/2.4호기000000 3호기690730,자사,,
강서A,더블유에스타워(WS타워),관악구 봉천동 463-1,,AETLT-60,J10461, 싸이먼,자사[FM],,
강서A,에덴오피스텔,관악구 봉천7동 1661-4,,AETM-48,J00324,E/L 100타입,자사,,
강서A,센트럴포인트,관악구 봉천동 893-27,,AETLT18-32,동양기전,,자사,,
강서A,위즈비엠3차,관악구 신림동 538-39,,AETLT18-36,동양기전,2021년10월29일,자사,,탑택
강서A,메리트엠타워,관악구 신림동 530-2,,AEBMT-22,동양기전,,자사,,
강서A,푸리마타운,관악구 신림동 1639-51,,AEBMT18-34,J10538,외주/ NT,자사,,
강서A,리베로OT 2차(ENK),관악구 신림동 1462-34,,APN3-9,팔마,지하1단미사용,ENK,팔마,
강서A,유성빌딩(태화트레이닝),관악구 신림동 522-3,,,,2023년3월 유상,ENK,,
강서AB,나인팰리스,금천구 시흥동 998-5,,AEBLT09-22,J10974,E-650/ 보드타입,,,
강서AB,대현오피스텔,금천구 시흥동 108-62,,AETMT09-36,J10780,E-650/ 보드타입,,,
강서AB,블라썸시티오피스텔,금천구 독산동 1003-19,,AEBLT-34,J11145,교환형/싸이먼,,,
강서AB,동남 빌딩,금천구 독산동 1001-5,,AEBLT-28,J11133,보드 ,,,
강서AB,로하스 타워,금천구 독산동 959,,AEBMT-24,J11316,사이드 도어,,,
강서AB,금풍 타워,금천구 독산동 151-12,,AETLT18-28,J11364,보드,,,
강서AB,스텔라이호텔,금천구 독산동 335-8,,AETLT09-28   -28,J11643,보드.전층RV,,,
강서AB,리벤하임써밋,금천구 독산동1031-14,,AETLT -18,J11663,,,,
강서AB,성화빌딩,금천구 독산동 300-2,,AETL-18,,타사 리모델링,자사,,
강서AB,미림A클레스,금천구 독산동 1006-3,,APZ-10,,,자사,,
강서AB,MJ산부인과,금천구 독산동 289-18,,AETLT09-30,J10647,외주/ NT,자사,,
강서AB,마인드호텔,금천구 가산동 141-1,,AETLT18-48,J00890,E-650  ,자사,,
강서AB,가산푸르지오,금천구 가산동 139-3,,ACTT4-88,J10434,,자사,,
강서AB,비즈트위트5차,금천구 가산동 140-36,,AETLT-68*2/ACTT-30,,태성/엔텍,자사,,
강서AB,백운빌딩,금천구 시흥동 935,,AETLT18-32,J00691,E-600,자사,,
강서AB,희명병원,금천구 시흥1동 882-25,,AETLT-44,,E-650,자사,,
강서AB,주호타워,구로구 구로동 1129-1,,AETLT18-32,J11021,보드타입,,,
강서AB,동해빌딩,구로구 구로동 808-34,,AEBLT-20,J11093,보드/전층RV,,,
강서AB,백제약품,구로구 구로5동 44,,AEBMT-28,M15298,동양기전,,,
강서AB,제이에스호스텔,구로구 가리봉동 135-25,,AAN3-11,J11343,,,,
강서AB,아리움,구로구 가리봉동 133-38,,AETLT18-18,J10932,보드/회수현장,,,
강서AB,대성빌딩,구로구 개봉동 403-68,,AETLT18-24,J00537,보드,,,
강서AB,메인팰리스,구로구 개봉동 403-86,,AANT4-30,J11801,,,,
강서AB,힐파빌리온,구로구 오류동 9-9,,AANT-17,J11476,분리발주 /엔텍,,,
강서AB,케이티 생활관,구로구 오류동 55-5,,ACT7-84,J11195,,,,
강서AB,칸타빌라 9차,구로구 오류동 33-78,,AEBLT18-54/AEBLT19-56,J11857J1/J2,3월1일 만료,,,
강서AB,구로하나가드리움,구로구 구로동 186-17,,AETLT-18,롯데기공,,자사,,
강서AB,하나세인스톤3차오피스텔,구로구 구로동 46-4,,AETLT18-70,,수동비번-1425,자사,롯데,
강서AB,대우스위트휠,구로구 개봉동 306-53,,AANTT-11(혼합형),,엔텍/2021년1월25일,자사,태성,
강서AB,개봉 라움 ,구로구 개봉동 70-30,,AAN-14,,,자사,태성,엔텍
강서AB,파스텔,구로구 오류동 56-3,,AANCT3-23,J10197,,자사,,
강서AB,숲에리움 행복주택,구로구 오류동 359,,ACT4-72,,,자사,미래,엔텍
강서AB,구로와이즈,구로구 구로동 98-4,,ACT4-72,J10298,,자사,,
강서AB,종우빌딩,구로구 구로동 557-17,,AETLT18-19,J01064,,자사,,
강서B,호텔볼 (FM),강서구 화곡동 905-8,,AEBMT-48,J10294,E-650,,,
강서B,코마 빌딩 ,강서구 등촌동 683-1,,AETLT18-24,M14307,태창 리모델링/NT전기(RV-6),,,
강서B,디아인스,강서구 화곡동899-31/899-19,,ACTT6-54/AANT6-26,J11268/J11451,경인/엔텍,,,엔텍
강서B,화곡동 투웨니퍼스트,강서구 화곡동105-378,,AETLT09-34,J11318,보드,,,
강서B,오경아파트,강서구 화곡동 894-12,,AANCT2-12,J11460,분리발주,,,
강서B,강서1차크라운팰리스,강서구 화곡동 998-5,,AEBLT-62/AEBLT-64,J11522,,,,
강서B,강서2차크라운팰리스,강서구 화곡동1070-11,,AETLT18-48,J11729,,,,
강서B,웨인시티,강서구 화곡동24-42,,AANT4-30,J11763,분리/관리유기선(01029554481) ,,,
강서B,아덴하임,강서구 화곡동 24-92,,ACT7-49*2,J11620,,,,
강서B,삼보 빌딩,강서구 화곡동1116-3,,AEBMT09-34,J11827,,,미래,
강서B,화곡SJ라벨라,강서구 화곡동921-6,,AETLT18-52/AETLT18-40,J11955,11월14일 만료/미사용 현장,,미래,
강서B,더라우스나인 오피스텔,강서구 화곡동 923-5,,AANCT3-20,J11882,,,,
강서B,등촌 크라운팰리스1차/2차,강서구 등촌동 629-8,,AEBMT-36,J11166,보드,,,
강서B,상지원빌딩,강서구 등촌동 667-7,,AAN3-17,M18786,태성리모델링,,,
강서B,메종드NK,강서구 등촌동 649-13,,AEBLT18-32, J11839,,,,
강서B,더프라임,강서구 등촌동 649-12,,AETMT09-50,J11877,에이스주택-1월30일만료.연장협의/\600000,에이스,,
